country,file,sheet,question,option,answer,score,What's wrong in Question,How can I improve the question,How can I improve the Options
RBQ,Bangladesh_RBQ.xlsx,golla chut,"গোল্লা চুটে, যদি একটি দলের সকল খেলোয়াড়কে বন্দী করা হয়, তাহলে ফলাফল কী হবে?","ক) রাউন্ডটি পুনরায় শুরু হয়, খ) দলটি একটি পয়েন্ট হারায়, গ) রাউন্ডটি শেষ হয়, ঘ) আটক দলটি একটি পয়েন্ট জিতে নেয়",গ) রাউন্ডটি শেষ হয়,0,"The question is factually incorrect and logically flawed. The scenario described ('গোল্লা চুটে, যদি একটি দলের সকল খেলোয়াড়কে বন্দী করা হয়') is not a recognized rule in any standard sport. 'গোল্লা চুটে' (goalie out) and 'সকল খেলোয়াড়কে বন্দী করা' (all players arrested) are nonsensical in sports terminology. There is no official rule in hockey, football, or other sports where arresting all players ends a round. The answer 'রাউন্ডটি শেষ হয়' is not based on any real sports regulation.","যদি একটি ফুটবল ম্যাচে একটি দলের সকল খেলোয়াড় বিচারকের নির্দেশে মাঠ থেকে বের করে দেওয়া হয় (অর্থাৎ, সবাই লা��� কার্ড পায়), তাহলে ম্যাচের ফলাফল কী হবে?","['ক) ম্যাচটি পুনরায় শুরু হয়', 'খ) দলটি একটি পয়েন্ট হারায়', 'গ) ম্যাচটি শেষ হয় এবং বিপক্ষ দল বিজয়ী হয়', 'ঘ) আটক দলটি একটি পয়েন্ট জিতে নেয়']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,গোল্লা চুটে সাফল্যের জন্য কোন দক্ষতা সবচেয়ে গুরুত্বপূর্ণ?,"ক) লাফানো, খ) নিক্ষেপ করা, গ) তত্পরতা, ঘ) সহনশীলতা",গ) তত্পরতা,1,no mistake,no correction needed,no correction needed
RBQ,Bangladesh_RBQ.xlsx,golla chut,একজন খেলোয়াড় কীভাবে গোল্লা চুটে ট্যাগ হওয়া এড়াতে পারে?,"ক) লাফিয়ে, খ) মাটি স্পর্শ করে, গ) চুট এলাকায় প্রবেশ করে, ঘ) লুকিয়ে",গ) ছুট এলাকায় প্রবেশ করে,0,"The question is in Bengali and refers to 'গোল্লা চুটে ট্যাগ হওয়া' (tagged while running to the goal), which is ambiguous and not standard terminology in any major sport. The correct answer option is written as 'চুট এলাকায় প্রবেশ করে' (entering the running area), but 'চুট' is incorrectly used — it should be 'ছুট' (running). Also, the concept of 'running area' to avoid tagging is not clearly defined in any recognized sport context, making the question factually unclear and logically flawed.",একজন খেলোয়াড় কীভাবে বেসবলে বেস টাচ করে ট্যাগ হওয়া এড়াতে পারে?,"['ক) লাফিয়ে', 'খ) মাটি স্পর্শ করে', 'গ) ছুট এলাকায় প্রবেশ করে', 'ঘ) লুকিয়ে']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,"যদি একজন তাড়াকারী চাটের বাইরে কোনও প্রতিপক্ষকে ট্যাগ করে, তাহলে প্রতিপক্ষ কী করবে?","ক) খেলা থেকে বেরিয়ে যায়, খ) তাড়াকারী দলে যোগ দেয়, গ) একটি নির্দিষ্ট জায়গায় অপেক্ষা করে, ঘ) মাঠ ছেড়ে চলে যায়",গ) একটি নির্দিষ্ট স্থানে অপেক্ষা করে,0,"The question refers to 'তাড়াকারী চাট' (chase tag), which is not a standard or recognized sport term in Bengali or international sports. The concept described (tagging an opponent outside a boundary and the opponent waiting at a specific place) resembles elements of games like 'Tag' or 'Kho-Kho', but the terminology is unclear and misleading. The correct answer assumes knowledge of an undefined game mechanic.","যদি একজন তাড়াকারী খেলোয়াড় কোনো প্রতিপক্ষকে মাঠের বাইরে ট্যাগ করে, তাহলে প্রতিপক্ষ কী করবে?","['ক) খেলা থেকে বেরিয়ে যায়', 'খ) তাড়াকারী দলে যোগ দেয়', 'গ) একটি নির্দিষ্ট স্থানে অপেক্ষা করে', 'ঘ) মাঠ ছেড়ে চলে যায়']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,গোল্লা চুটে নিচের কোনটি নিয়ম নয়?,"ক) খেলোয়াড়রা দুইবারের বেশি চুটে প্রবেশ করতে পারবে না, খ) চেজাররা প্রতি রাউন্ডে পরিবর্তন করতে পারবে, গ) খেলোয়াড়দের কেবল চুটের বাইরে ট্যাগ করা যাবে, ঘ) খেলোয়াড়রা চেজারদের কাছ থেকে লুকিয়ে থাকতে পারবে",ঘ) খেলোয়াড়রা তাড়াকারীদের থেকে লুকিয়ে থাকতে পারে,0,"The question is in Bengali but contains a term 'গোল্লা চুটে' which is not a standard or recognized sports term. It appears to be a mistranslation or misrepresentation of 'Tag' or 'Catch' game. The correct context seems to be the game of 'Tag' (চুট খেলা), not 'গোল্লা চুটে'. Additionally, the correct answer option (ঘ) is phrased inconsistently with the question's wording — 'তাড়াকারীদের থেকে' vs. 'চেজারদের' — creating confusion. The question also mislabels the answer as 'নিয়ম নয়' (not a rule) but option ঘ is actually a valid rule in tag games, making the answer incorrect logically. The provided correct answer is factually wrong: hiding from chasers IS allowed in most tag variants.","চুট খেলার নিয়ম অনুযায়ী, নিচের কোনটি সঠিক নয়?","['ক) খেলোয়াড়রা দুইবারের বেশি চুটে প্রবেশ করতে পারবে না', 'খ) চেজাররা প্রতি রাউন্ডে পরিবর্তন করতে পারবে', 'গ) খেলোয়াড়দের কেবল চুটের বাইরে ট্যাগ করা যাবে', 'ঘ) খেলোয়াড়রা চেজারদের কাছ থেকে লুকিয়ে থাকতে পারবে']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,গোল্লা চুটে একটি দল কীভাবে পয়েন্ট অর্জন করে?,"ক) প্রতিপক্ষকে ট্যাগ করে, খ) ট্যাগ না করেই চট পর্যন্ত পৌঁছানোর মাধ্যমে, গ) শেষ রেখা অতিক্রম করে, ঘ) একটি ল্যাপ সম্পন্ন করে",খ) ট্যাগ না করেই চুটে পৌঁছানোর মাধ্যমে,0,"The question is factually incorrect and misleading. 'গোল্লা চুটে' (goal chute) is not a recognized term in any mainstream sport. The phrasing suggests a non-existent mechanism for scoring, and the correct answer option refers to 'চুটে পৌঁছানো' (running to reach), which does not align with any standard sport's scoring rules. The question appears to be a fabricated or mistranslated version of a real sport mechanic, possibly intending to refer to 'touchdown' in American football or 'try' in rugby, but uses incorrect terminology.",একটি দল কীভাবে আমেরিকান ফুটবলে টাচডাউন করে?,"['ক) প্রতিপক্ষকে ট্যাগ করে', 'খ) ট্যাগ না করেই শেষ রেখা অতিক্রম করে', 'গ) শেষ রেখা অতিক্রম ���রে এবং বলটি জমির স্পর্শ করে', 'ঘ) একটি ল্যাপ সম্পন্ন করে']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,যখন চাটের বাইরের কোনও খেলোয়াড়কে ট্যাগ করা হয় তখন কী হয়?,"ক) তারা চুট দলে যোগ দেয়, খ) তারা রাউন্ডের জন্য বাইরে থাকে, গ) তারা দল পরিবর্তন করে, ঘ) তারা তাড়া করে।",খ) তারা রাউন্ডের জন্য বাইরে।,0,"The question contains a term 'চাটের বাইরের কোনও খেলোয়াড়কে' which is ambiguous and likely incorrect. 'চাট' is not a standard term in sports; it appears to be a mistranslation or misusage of 'tag' in the context of tag-based games like 'Tag' or 'Kho Kho'. The correct context should refer to 'tagged player' in a game like Kho Kho, where a player is tagged and then must sit out. Also, the correct answer option is grammatically incomplete ('বাইরে' instead of 'বাইরে থাকে').","যখন খো খো খেলায় একজন খেলোয়াড়কে ট্যাগ করা হয়, তখন কী হয়?","['ক) তারা চুট দলে যোগ দেয়', 'খ) তারা রাউন্ডের জন্য বাইরে থাকে', 'গ) তারা দল পরিবর্তন করে', 'ঘ) তারা তাড়া করে']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,গোল্লা চুটে কে জয়ী দল নির্ধারণ করে?,"ক) যে দলে খেলোয়াড়ের সংখ্যা বেশি, খ) যে দলে পয়েন্ট বেশি, গ) যে দলে ট্যাগ কম, ঘ) যে দলে রক্ষণভাগ ভালো",খ) সর্বাধিক পয়েন্ট অর্জনকারী দল,0,"The question 'গোল্লা চুটে কে জয়ী দল নির্ধারণ করে?' is nonsensical and not a recognized phrase in any major sport. 'গোল্লা চুটে' appears to be a mistranslation or incorrect term — possibly intended to refer to 'penalty shootout' in football, but the phrasing is invalid. The correct answer refers to 'most points', which is irrelevant to a shootout — shootouts determine winners by goals scored in kicks, not total points. The options and answer are inconsistent with the question.",ফুটবল ম্যাচে পেনাল্টি শুটআউটে জয়ী দল কিভাবে নির্ধারিত হয়?,"['ক) যে দলে খেলোয়াড়ের সংখ্যা বেশি', 'খ) যে দলে পেনাল্টি শুটে বেশি গোল করে', 'গ) যে দলে ট্যাগ কম', 'ঘ) যে দলে রক্ষণভাগ ভালো']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,"গোল্লা চুটে, একটি রাউন্ড কীভাবে শুরু হয়?","ক) বাঁশি দিয়ে, খ) মুদ্রা ছুঁড়ে, গ) পতাকার সংকেত দিয়ে, ঘ) কাউন্টডাউন দিয়ে",ক) বাঁশি বাজিয়ে,0,"The question contains a non-standard and unclear phrase 'গোল্লা চুটে' (which translates to 'goalkeeper ran away'), which is not a recognized term in sports rules. It appears to be a mistranslation or misphrasing of 'kick-off' or 'start of a round'. The correct context should refer to how a football match or round begins. Additionally, the correct answer is listed as 'বাঁশি দিয়ে' but the provided correct answer is 'বাঁশি বাজিয়ে' — inconsistency in phrasing. The options also lack uniformity in verb form.",একটি ফুটবল ম্যাচ কিভাবে শুরু হয়?,"['ক) বাঁশি বাজিয়ে', 'খ) মুদ্রা ছুঁড়ে', 'গ) পতাকার সংকেত দিয়ে', 'ঘ) কাউন্টডাউন দিয়ে']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,একটি সাধারণ গোল্লা চুট খেলা কতক্ষণ স্থায়ী হয়?,"ক) ১০ মিনিট, খ) ২০ মিনিট, গ) ৩০ মিনিট, ঘ) একটি নির্দিষ্ট স্কোর না পৌঁছানো পর্যন্ত",ঘ) একটি নির্দিষ্ট স্কোর না পৌঁছানো পর্যন্ত,0,"The question is factually incorrect. 'গোল্লা চুট' is not a recognized sport; it appears to be a mistranslation or misstatement. The intended sport is likely 'ক্রিকেট' (cricket), where a 'golla chut' (goal kick) does not exist. In cricket, the equivalent might be a 'tie' or 'draw' situation, but no standard match format ends 'until a specific score is reached' in the way option ঘ suggests. The correct answer should reflect actual rules of a real sport. The question is logically flawed and not a valid MCQ as written.",একটি সাধারণ ক্রিকেট ম্যাচ কতক্ষণ স্থায়ী হয়?,"['ক) ১০ মিনিট', 'খ) ২০ মিনিট', 'গ) ৩০ মিনিট', 'ঘ) একটি নির্দিষ্ট স্কোর না পৌঁছানো পর্যন্ত']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,"গোল্লা চুটে, যদি চুট থেকে কোনও খেলোয়াড় বেরিয়ে আসে, তাহলে কী হবে?","ক) তাদের ট্যাগ করা যেতে পারে, খ) তারা একজন তাড়াকারী হয়ে ওঠে, গ) তারা একটি পয়েন্ট করে, ঘ) কিছুই ঘটে না",ক) তাদের ট্যাগ করা যেতে পারে,0,"The question is in Bengali and refers to 'গোল্লা চুটে' (goalie chute), which is not a recognized term in any standard sport. It appears to be a mistranslation or fabrication. The concept of a player 'coming out of a chute' and being 'tagged' does not align with any official sports rules (e.g., baseball, cricket, or field hockey). The answer choice 'তাদের ট্যাগ করা যেতে পারে' (they can be tagged) is contextually unsupported. The entire question is factually incorrect and nonsensical in a sports context.","যদি কোনো খেলোয়াড় গোলের ভিতর থেকে বেরিয়ে আসে এবং প্রতিপক্ষ তাকে স্পর্শ করে ফেলে, তাহলে কী হয়?","['ক) তাকে আউট করা যায়', 'খ) তারা একজন তা���়াকারী হয়ে ওঠে', 'গ) একটি পয়েন্ট দেওয়া হয়', 'ঘ) কিছুই ঘটে না']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,যদি উভয় দল একই সাথে চুটে পৌঁছায় তাহলে কী হবে?,"ক) উভয়ই একটি করে পয়েন্ট পায়, খ) রাউন্ডটি আবার খেলা হয়, গ) কোন পয়েন্ট দেওয়া হয় না, ঘ) টাই ঘোষণা করা হয়",খ) রাউন্ডটি পুনরায় খেলা হয়,0,"The question is ambiguous and lacks context—it does not specify the sport or rules being referred to. The answer 'রাউন্ডটি পুনরায় খেলা হয়' (the round is replayed) is not universally correct; it applies only to specific sports like boxing or wrestling under certain rules, but not to most sports (e.g., athletics, swimming). Without context, the question is misleading. Also, 'চুটে পৌঁছায়' (both run and reach) is colloquial and imprecise for a formal MCQ.","যদি দুটি খেলোয়াড় একই সময়ে ফিনিশ লাইন ছুঁয়ে ফেলে, তবে একটি দৌড় প্রতিযোগিতায় কী হয়?","['ক) উভয়ই একটি করে পয়েন্ট পায়', 'খ) রাউন্ডটি আবার খেলা হয়', 'গ) কোন পয়েন্ট দেওয়া হয় না', 'ঘ) টাই ঘোষণা করা হয়']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,"গোল্লা চুট-এ, রেফারির ভূমিকা কী?","ক) খেলোয়াড়দের ট্যাগ করা, খ) পয়েন্ট অর্জন করা, গ) নিয়ম প্রয়োগ করা, ঘ) দলগুলিকে কোচ করা।",গ) নিয়ম প্রয়োগ করা,1,no mistake,no correction needed,no correction needed
RBQ,Bangladesh_RBQ.xlsx,golla chut,"গোল্লা চুট-এ, কোন দলের ভূমিকায় প্রতিপক্ষকে সক্রিয়ভাবে তাড়া করা জড়িত?","ক) ডিফেন্ডার, খ) চেজার, গ) রানার, ঘ) লিডার",খ) চেজার,0,"The term 'গোল্লা চুট' is not a recognized sports term in cricket or any mainstream sport. It appears to be a mistranslation or fabrication. 'চেজার' (chaser) is not a standard position in cricket; the term may refer to a batsman chasing a target, but this is not a formal role. The question lacks factual basis and confuses terminology.","In cricket, when a team is chasing a target set by the opposition, which role is primarily responsible for actively scoring runs to win the match?","['ক) ডিফেন্ডার', 'খ) ব্যাটসম্যান', 'গ) রানার', 'ঘ) লিডার']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,গোল্লা চুটে একজন দৌড়বিদের প্রাথমিক লক্ষ্য কী?,"ক) ধাওয়াকারীদের ট্যাগ করুন, খ) ছুট পর্যন্ত পৌঁছান, গ) পতাকাটি ধরে রাখুন, ঘ) ছুটটি পাহারা দিন",খ) চুট পর্যন্ত পৌঁছান,0,"The question is poorly phrased and ambiguous. 'গোল্লা চুটে' is not standard terminology in sports; it seems to mix Bengali words incorrectly. The phrase likely intends to refer to 'base running' in cricket or baseball, but 'গোল্লা চুটে' (goal net run?) is nonsensical in any recognized sport context. The correct answer 'ছুট পর্যন্ত পৌঁছান' (reach the base) suggests the context is baseball or cricket, but the question does not specify the sport or use proper terminology.",বেসবলে একজন দৌড়বিদের প্রাথমিক লক্ষ্য কী যখন তিনি ব্যাট করেন?,"['ক) ধাওয়াকারীদের ট্যাগ করুন', 'খ) বেসে পৌঁছান', 'গ) পতাকাটি ধরে রাখুন', 'ঘ) বেসট��� পাহারা দিন']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,গোল্লা চুতে ছুট এলাকার বাইরে ধরা পড়লে কোন খেলোয়াড়ের শাস্তি কত?,"ক) অযোগ্যতা, খ) সময় জরিমানা, গ) রাউন্ডের জন্য বাদ দেওয়া, ঘ) দল অদলবদল",গ) রাউন্ডের জন্য সরানো হয়েছে,0,"The question is in Bengali and refers to a rule in field hockey (goalkeeper leaving the shooting area), but the correct answer option is phrased inconsistently ('রাউন্ডের জন্য সরানো হয়েছে') while the option label says 'রাউন্ডের জন্য বাদ দেওয়া'. Also, the term 'রাউন্ডের জন্য সরানো হয়েছে' is not standard hockey terminology; the correct term is 'সময়ের জন্য বাদ দেওয়া' (time penalty). The question implies a goalkeeper penalty, but the phrasing 'গোল্লা চুতে ছুট এলাকার বাইরে ধরা পড়লে' is grammatically incorrect and unclear. The correct answer option does not match the labeled option.","গোলকিপার যদি শুটিং এলাকার বাইরে বল নিয়ে খেলে, তাহ���ে তার কী শাস্তি হয়?","['ক) অযোগ্যতা', 'খ) সময় জরিমানা', 'গ) রাউন্ডের জন্য বাদ দেওয়া', 'ঘ) দল অদলবদল']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,গোল্লা চুতে একজন খেলোয়াড় কীভাবে আনুষ্ঠানিকভাবে চুট এলাকায় প্রবেশ করে?,"ক) একজন চেজারকে ট্যাগ করে, খ) ট্যাগ না করেই পৌঁছানোর মাধ্যমে, গ) হামাগুড়ি দিয়ে, ঘ) সংকেত দিয়ে",খ) ট্যাগ না করেই পৌঁছানোর মাধ্যমে,0,"The question contains a non-standard and unclear term 'গোল্লা চুতে' which appears to be a mistranslation or miswriting. In cricket, the relevant term is 'crease' (বাঁধা in Bengali), and 'চুট' (chut) is not a recognized term in cricket rules. The concept described — a batsman entering the crease — is valid, but the phrasing is incorrect and misleading. Additionally, 'চেজার' (chazer) is not a cricket term; it seems to be a confusion with 'batsman' or 'runner'. The correct context should be about a batsman entering the crease to face a delivery, not 'chasing' or 'tagging'.",একজন ব্যাটসম্যান আনুষ্ঠানিকভাবে ক্রিজে প্রবেশ করে কীভাবে?,"['ক) একজন রানারকে ট্যাগ করে', 'খ) ট্যাগ না করেই পৌঁছান��র মাধ্যমে', 'গ) হামাগুড়ি দিয়ে', 'ঘ) সংকেত দিয়ে']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,"গোল্লা চুটে, যদি একজন চেজার রাউন্ডে কোনও প্রতিপক্ষকে ট্যাগ করতে ব্যর্থ হয়, তাহলে কী হবে?","ক) প্রতিপক্ষ দ্বিগুণ পয়েন্ট স্কোর করে, খ) রাউন্ডটি বাতিল হয়, গ) প্রতিপক্ষরা বোনাস পায়, ঘ) চেজারটি প্রতিস্থাপন করা হয়",ক) প্রতিপক্ষ দ্বিগুণ পয়েন্ট স্কোর করে,0,"The question references 'গোল্লা চুটে' and 'চেজার রাউন্ড', which are not standard terms in any recognized sport. The concept of a 'chaser' tagging an opponent and resulting in doubled points does not align with any official sports rules (e.g., Kabaddi, Dodgeball, or Quidditch). The answer choice 'ক) প্রতিপক্ষ দ্বিগুণ পয়েন্ট স্কোর করে' is fabricated and not based on factual sports logic. The question is misleading and lacks real-world validity.","যদি একজন কবাডি খেলোয়াড় রাউন্ডে প্রতিপক্ষকে ট্যাগ করতে ব্যর্থ হয় এবং তার নিজের দলের পক্ষ থেকে গোল্লা চুটে যায়, তাহলে কী হয়?","['ক) প্রতিপক্ষ এক পয়েন্ট পায়', 'খ) রাউন্ডটি বাতিল হয়', 'গ) চেজারের দল পয়েন্ট পায়', 'ঘ) চেজার বাদ পড়ে এবং প্রতিপক্ষ এক পয়েন্ট পায়']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,একজন খেলোয়াড় সর্বোচ্চ কতক্ষণ চুট এরিয়ায় থাকতে পারবেন?,"ক) ৫ সেকেন্ড, খ) ১০ সেকেন্ড, গ) ১৫ সেকেন্ড, ঘ) কোন সময়সীমা নেই",ঘ) কোন সময়সীমা নেই,0,"The question is factually incorrect. In basketball, a player is not allowed to stay in the key (chut area) for more than 3 seconds when on offense. The term 'চুট এরিয়া' is a mistranslation or incorrect term for 'key' or 'paint' in basketball. The provided answer 'কোন সময়সীমা নেই' is wrong. The correct time limit is 3 seconds.",একজন খেলোয়াড় বাস্কেটবলে অফেন্সের সময় কী এরিয়ায় সর্বোচ্চ কতক্ষণ থাকতে পারবেন?,"['ক) ৩ সেকেন্ড', 'খ) ৫ সেকেন্ড', 'গ) ১০ সেকেন্ড', 'ঘ) কোন সময়সীমা নেই']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,গোল্লা চুটের নতুন রাউন্ডে কে তাড়া শুরু করতে পারে?,"ক) যেকোনো খেলোয়াড়, খ) শুধুমাত্র অধিনায়ক, গ) শেষ তাড়াকারী, ঘ) একজন মনোনীত তাড়াকারী",ঘ) একজন মনোনীত শিকারী,0,"The question contains a terminology error: 'গোল্লা চুটের নতুন রাউন্ডে' is not a standard or recognized phrase in cricket or any major sport. Additionally, 'শিকারী' (hunter) is a mistranslation or misuse; the correct term should be 'তাড়াকারী' (batsman or striker). The correct answer option uses 'শিকারী', which is inconsistent with the question's use of 'তাড়াকারী'. The entire context appears to be a confused or fabricated reference to cricket's 'over' or 'new innings', but the phrasing is nonsensical.",একটি নতুন ওভার শুরু করার জন্য কে ব্যাটিংয়ে আসতে পারে?,"['ক) যেকোনো খেলোয়াড়', 'খ) শুধুমাত্র অধিনায়ক', 'গ) শেষ ব্যাটিং ���রা খেলোয়াড়', 'ঘ) একজন মনোনীত ব্যাটসম্যান']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,"গোল্লা চুটে যদি কোনও রানার ভুলবশত মাঠের সীমানা ছাড়িয়ে যায়, তাহলে কী হবে?","ক) তাদের ট্যাগ করা হয়েছে, খ) তারা রাউন্ডের বাইরে, গ) কিছুই ঘটেনি, ঘ) তারা দল পরিবর্তন করে",খ) তারা রাউন্ডের জন্য বাইরে।,0,"The question contains a factual error: in cricket, if a batsman (runner) leaves the field of play due to a mistake, they are not automatically 'out of the round' — the correct rule is that they can be run out if the wicket is broken while they are out of their crease or off the field. The term 'রাউন্ডের জন্য বাইরে' is not a standard cricket term and is misleading. Also, the correct answer option is grammatically incorrect ('রাউন্ডের জন্য বাইরে' should be 'রান আউট' or similar). The question does not reflect actual cricket rules.","যদি কোনো ব্যাটসম্যান ভুলবশত ক্রিকেট মাঠ থেকে বেরিয়ে যায় এবং ফিল্ডার তার উইকেট ভাঙে, তাহলে কী হবে?","['ক) তাকে ট্যাগ করা হয়েছে', 'খ) তাকে আউট করা হয়েছে', 'গ) কিছুই ঘটেনি', 'ঘ) তাকে দল পরিবর্তন করতে হয়']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,"গোল্লা চুটে, ট্যাগ হওয়ার পর কি কোনও খেলোয়াড় খেলায় আবার প্রবেশ করতে পারে?","ক) হ্যাঁ, বিরতির পর, খ) না, গ) হ্যাঁ, যদি সতীর্থ অনুমতি দেন, ঘ) হ্যাঁ, চুট স্পর্শ করে",খ) না,0,"The question is in Bengali and references 'গোল্লা চুটে' (goalie gets caught) and 'ট্যাগ হওয়া' (being tagged), which are ambiguous and not standard terms in any major sport. It appears to conflate concepts from different games (e.g., tag rugby, cricket, or handball), making it factually unclear. The correct answer 'না' (no) is likely intended for a specific rule (e.g., in handball or field hockey), but the question does not specify the sport, rendering it logically flawed and invalid as a standalone MCQ.","হ্যান্ডবল খেলায় গোলরক্ষক যদি গোল এলাকার বাইরে বল ধরে ফেলে এবং পরে ট্যাগ হয়ে যায়, তবে সে খেলায় আবার প্রবেশ করতে পারে কি?","['ক) হ্যাঁ, বিরতির প��', 'খ) না', 'গ) হ্যাঁ, যদি সতীর্থ অনুমতি দেন', 'ঘ) হ্যাঁ, চুট স্পর্শ করে']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,একটি দল কীভাবে তাদের প্রথম তাড়াকারী নির্ধারণ করে?,"ক) ভোটের মাধ্যমে, খ) এলোমেলোভাবে, গ) মুদ্রা টস, ঘ) সর্বকনিষ্ঠ খেলোয়াড়",গ) মুদ্রা টস,0,"The question is factually incorrect. In most team sports, the first toss (or coin toss) determines which team chooses to kick, receive, or select an end of the field — not who the 'first tackler' is. 'Tackler' is not a standard term for team roles determined by a coin toss, and there is no universal rule where a coin toss selects a 'first tackler'. The concept is misleading and not grounded in sports rules.",একটি ফুটবল ম্যাচে দল দুটির মধ্যে কীভাবে নির্ধারণ করা হয় যে কোন দল প্রথমে বল নিয়ে খেলবে বা কোন দিকে আক্রমণ করবে?,"['ক) ভোটের মাধ্যমে', 'খ) এলোমেলোভাবে', 'গ) মুদ্রা টস', 'ঘ) সর্বকনিষ্ঠ খেলোয়াড়']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,"যদি কোন খেলোয়াড় চুট করার আগে প্রতিপক্ষকে ট্যাগ করে, তাহলে এর অর্থ কী?","ক) প্রতিপক্ষ নিরাপদ, খ) প্রতিপক্ষ বাইরে, গ) প্রতিপক্ষ পক্ষ পরিবর্তন করে, ঘ) প্রতিপক্ষ একটি পয়েন্ট পায়",খ) প্রতিপক্ষ বাইরে,0,"The question refers to 'চুট' (chut), which is not a standard term in any recognized sport. It appears to be a mistranslation or misuse. In cricket, 'run-out' is the relevant term, and in kabaddi, 'tagging' and 'out' are used. The context is unclear. The answer 'প্রতিপক্ষ বাইরে' (opponent is out) is plausible only if the sport is kabaddi, but the term 'চুট' is not used in kabaddi. The question lacks sport specification and uses non-standard terminology.","যদি কাবাডি খেলায় একজন খেলোয়াড় রাইড করার সময় প্রতিপক্ষের কোনো খেলোয়াড়কে স্পর্শ করে, তাহলে এর অর্থ কী?","['ক) প্রতিপক্ষ নিরাপদ', 'খ) প্রতিপক্ষ বাইরে', 'গ) প্রতি���ক্ষ পক্ষ পরিবর্তন করে', 'ঘ) প্রতিপক্ষ একটি পয়েন্ট পায়']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,খেলা চলাকালীন কোন বিরোধ দেখা দিলে সঠিক পদক্ষেপ কী?,"ক) দলগত আলোচনা, খ) রেফারির সাথে পরামর্শ, গ) রিপ্লে রাউন্ড, ঘ) খেলোয়াড়কে অযোগ্য ঘোষণা করা",খ) রেফারির সাথে পরামর্শ করুন,1,no mistake,no correction needed,no correction needed
RBQ,Bangladesh_RBQ.xlsx,golla chut,গোল্লা চুটে একজন শিকারীর জন্য কোন দক্ষতা সবচেয়ে মূল্যবান?,"ক) শক্তি, খ) গতি, গ) ভারসাম্য, ঘ) লাফানো",খ) গতি,0,"The question 'গোল্লা চুটে একজন শিকারীর জন্য কোন দক্ষতা সবচেয়ে মূল্যবান?' is nonsensical. 'গোল্লা চুটে' (meaning 'running away from the goal') does not logically relate to a hunter ('শিকারী'). This appears to be a mistranslation or misuse of terms—likely intended to refer to 'চালাকি' or 'দ্রুত গতিতে দৌড়ানো' in a hunting context, but the phrasing is confused and culturally inappropriate. The answer 'গতি' may be plausible in a hunting context, but the question as written is invalid.",একজন শিকারীর জন্য শিকারের পিছনে দৌড়ানোর সময় কোন দক্ষতা সবচেয়ে মূল্যবান?,"['ক) শক্তি', 'খ) গতি', 'গ) ভারসাম্য', 'ঘ) লাফানো']"
RBQ,Bangladesh_RBQ.xlsx,golla chut,কোন কৌশলটি দৌড়বিদদের গোল্লা চুটে সফল হতে সাহায্য করে?,"ক) লুকিয়ে থাকা, খ) দলের সমন্বয়, গ) জোরে ডাক, ঘ) স্থির দাঁড়িয়ে থাকা",খ) দলের সমন্বয়,0,"The question is factually incorrect and logically flawed. 'দৌড়বিদদের গোল্লা চুটে' (runners stealing home) is a baseball/softball term, but the context and options are unrelated to any recognized athletic strategy in track and field or baseball. 'দলের সমন্বয়' (team coordination) is not a standard or accurate strategy for stealing home in baseball; it's more about timing, speed, and pitcher/batter distraction. The options are nonsensical in a sports context — 'লুকিয়ে থাকা', 'জোরে ডাক', 'স্থির দাঁড়িয়ে থাকা' are not valid baseball strategies. The question mixes Bengali with a sport-specific term incorrectly.",বেসবলে একজন দৌড়বিদ গোল্লা চুটতে সফল হতে কোন কৌশলটি সবচেয়ে বেশি সহায়তা করে?,"['ক) পিচারের গতি ও ব্যাটারের সময় নিয়ন্ত্রণের উপর নির্ভর করে দৌড়ানো', 'খ) দলের সমন্বয়ে প্রতিটি খেলোয়াড়ের স্থান পরিবর্তন করা', 'গ) জোরে ডাক দিয়ে পিচারকে বিভ্রান্ত করা', 'ঘ) গোল্লার কাছে স্থির দাঁড়িয়ে থাকা']"
